city,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3 
huainan,2016-03-07,中度污染,183,334,139,165,13,40,1.69,18
huainan,2016-03-08,良,54,139,32,56,15,13,0.55,50
huainan,2016-03-09,优,39,114,23,37,13,15,0.53,43
huainan,2016-03-10,良,74,310,53,65,25,26,0.88,40
huainan,2016-03-11,良,97,319,71,78,17,27,0.94,53
huainan,2016-03-12,良,88,219,65,66,19,25,0.92,60
huainan,2016-03-13,轻度污染,126,309,94,106,18,43,1.09,50
huainan,2016-03-14,轻度污染,135,335,102,122,17,45,1.33,55
huainan,2016-03-15,良,96,195,71,90,16,26,1.18,68
huainan,2016-03-16,良,75,135,52,69,14,39,0.98,70
huainan,2016-03-17,轻度污染,112,214,83,101,22,48,1.46,49
huainan,2016-03-18,良,97,182,71,96,13,41,1.57,45
huainan,2016-03-19,良,77,130,45,91,11,34,1.33,76
huainan,2016-03-20,良,57,57,24,61,9,21,0.89,71
huainan,2016-03-21,良,52,89,20,45,11,23,0.75,86
huainan,2016-03-22,良,67,162,45,75,11,27,0.99,69
huainan,2016-03-23,良,61,210,36,67,8,21,0.78,64
huainan,2016-03-24,优,43,83,15,42,10,25,0.58,67
huainan,2016-03-25,良,57,135,31,58,11,31,0.77,80
huainan,2016-03-26,良,75,216,52,77,16,37,1.01,73
huainan,2016-03-27,良,59,80,33,49,12,22,0.78,94
huainan,2016-03-28,良,63,70,37,55,9,19,0.71,103
huainan,2016-03-29,良,80,177,57,96,13,24,0.80,85
huainan,2016-03-30,良,85,200,60,97,10,22,0.83,77
huainan,2016-03-31,良,68,116,42,70,6,17,0.70,97
huainan,2016-04-01,良,71,111,41,69,6,19,0.86,93
huainan,2016-04-02,良,88,217,64,102,11,32,1.09,64
huainan,2016-04-03,良,63,230,35,73,7,14,0.66,88
huainan,2016-04-04,良,54,133,21,55,10,22,0.59,71
huainan,2016-04-05,良,69,218,44,78,16,41,1.06,37
huainan,2016-04-06,优,41,82,19,40,11,28,0.72,27
huainan,2016-04-07,优,38,51,17,37,5,18,0.80,42
huainan,2016-04-08,良,58,149,30,60,23,40,1.10,59
huainan,2016-04-09,良,73,225,37,69,14,36,1.08,84
huainan,2016-04-10,良,81,247,34,70,14,32,0.97,109
huainan,2016-04-11,良,85,251,56,100,10,21,0.96,100
huainan,2016-04-12,良,74,225,45,77,11,26,1.01,84
huainan,2016-04-13,良,89,224,49,100,22,43,1.15,94
huainan,2016-04-14,良,98,261,50,116,19,41,1.10,111
huainan,2016-04-15,良,81,234,41,94,18,25,0.69,112
huainan,2016-04-16,良,51,143,26,49,16,27,0.70,47
huainan,2016-04-17,良,73,281,32,95,16,34,0.65,38
huainan,2016-04-18,良,53,153,18,52,13,22,0.47,85
huainan,2016-04-19,良,63,186,20,60,16,25,0.58,97
huainan,2016-04-20,良,55,179,29,56,15,32,0.80,57
huainan,2016-04-21,良,76,229,52,85,12,27,0.81,80
huainan,2016-04-22,良,56,107,24,56,12,27,0.65,85
huainan,2016-04-23,良,59,183,31,63,15,30,0.82,77
huainan,2016-04-24,良,60,173,36,65,14,24,0.65,92
huainan,2016-04-25,良,61,155,31,61,16,23,0.72,95
huainan,2016-04-26,良,63,199,40,75,14,30,0.82,46
huainan,2016-04-27,良,56,136,32,59,17,26,0.63,84
huainan,2016-04-28,良,77,239,45,68,26,31,0.86,99
huainan,2016-04-29,良,78,194,45,76,22,34,0.78,98
huainan,2016-04-30,良,71,133,42,71,21,31,0.70,104
huainan,2016-05-01,良,65,122,35,62,20,27,0.74,96
huainan,2016-05-02,优,47,55,25,47,17,28,0.72,62
huainan,2016-05-03,良,63,185,26,71,26,29,0.52,78
huainan,2016-05-04,良,66,157,31,63,23,30,0.59,98
huainan,2016-05-05,良,51,90,19,47,19,28,0.60,82
huainan,2016-05-06,良,82,203,51,105,22,27,0.88,78
huainan,2016-05-07,中度污染,158,339,98,244,21,27,0.63,78
huainan,2016-05-08,良,70,266,42,86,21,23,0.54,78
huainan,2016-05-09,良,71,262,48,86,20,25,0.72,49
huainan,2016-05-10,良,86,289,61,96,22,21,0.83,77
huainan,2016-05-11,良,84,189,49,82,21,24,0.83,100
huainan,2016-05-12,良,78,177,41,95,21,23,0.65,95
huainan,2016-05-13,良,53,98,24,55,21,21,0.45,75
huainan,2016-05-14,良,80,286,56,88,23,21,0.85,83
huainan,2016-05-15,良,55,223,33,59,21,22,0.81,50
huainan,2016-05-16,良,73,269,44,85,23,27,0.67,81
huainan,2016-05-17,良,75,199,40,73,24,31,0.61,108
huainan,2016-05-18,良,74,160,47,86,25,29,0.80,105
huainan,2016-05-19,良,89,237,57,103,26,28,0.82,117
huainan,2016-05-20,良,64,190,42,71,24,22,0.67,63
huainan,2016-05-21,优,43,107,22,37,19,21,0.53,79
huainan,2016-05-22,良,58,221,35,57,23,24,0.69,93
huainan,2016-05-23,良,62,214,38,72,21,26,0.61,79
huainan,2016-05-24,良,71,220,44,77,24,24,0.66,101
huainan,2016-05-25,良,81,276,50,80,19,36,0.78,96
huainan,2016-05-26,良,89,328,61,115,28,29,0.81,72
huainan,2016-05-27,良,52,154,34,49,19,22,0.61,80
huainan,2016-05-28,优,44,119,26,41,17,21,0.70,49
huainan,2016-05-29,良,75,270,54,80,20,26,0.84,83
huainan,2016-05-30,良,84,254,56,97,17,28,1.03,94
huainan,2016-05-31,良,80,241,55,88,19,25,1.16,79
huainan,2016-06-01,优,49,132,22,48,17,25,0.84,72
huainan,2016-06-02,良,58,182,23,64,17,29,0.66,47
huainan,2016-06-03,良,59,212,31,66,15,23,0.67,57
huainan,2016-06-04,良,56,175,25,58,14,22,0.51,82
huainan,2016-06-05,良,55,143,22,55,15,26,0.64,77
huainan,2016-06-06,良,58,130,34,65,15,25,0.83,54
huainan,2016-06-07,良,66,209,41,76,15,29,0.72,66
huainan,2016-06-08,良,86,292,59,90,18,30,0.88,64
huainan,2016-06-09,良,56,145,30,52,15,23,0.73,73
huainan,2016-06-10,良,83,304,58,83,15,23,0.93,88
huainan,2016-06-11,良,85,315,56,92,16,30,0.98,86
huainan,2016-06-12,良,68,276,40,73,16,28,0.86,81
huainan,2016-06-13,良,72,266,24,60,19,38,0.77,109
huainan,2016-06-14,良,72,271,40,71,18,33,0.80,96
huainan,2016-06-15,良,64,262,40,72,14,23,0.87,87
huainan,2016-06-16,良,84,301,43,76,17,25,0.83,115
huainan,2016-06-17,良,76,239,35,60,14,23,0.58,124
huainan,2016-06-18,良,72,229,38,61,15,25,0.60,113
huainan,2016-06-19,良,53,179,30,55,13,24,0.61,47
huainan,2016-06-20,优,36,91,13,34,13,25,0.51,55
huainan,2016-06-21,优,43,112,26,36,14,23,0.71,26
huainan,2016-06-22,优,49,164,29,47,12,22,0.68,58
huainan,2016-06-23,优,42,120,21,41,10,22,0.64,45
huainan,2016-06-24,优,39,126,20,37,13,21,0.76,58
huainan,2016-06-25,优,42,140,12,33,14,20,0.45,84
huainan,2016-06-26,优,46,138,21,44,15,21,0.59,78
huainan,2016-06-27,优,47,146,20,40,16,18,0.51,80
huainan,2016-06-28,优,40,88,20,38,16,19,0.67,47
huainan,2016-06-29,优,41,125,18,40,12,23,0.61,54
huainan,2016-06-30,优,47,166,28,44,10,26,0.64,48
huainan,2016-07-01,优,33,123,8,32,14,23,0.56,46
huainan,2016-07-02,优,40,145,18,39,15,21,0.72,38
huainan,2016-07-03,优,46,167,23,45,15,19,0.96,54
huainan,2016-07-04,优,34,109,14,32,14,21,0.60,57
huainan,2016-07-05,优,41,152,21,40,13,20,0.62,66
huainan,2016-07-06,优,42,144,23,41,14,19,0.79,42
huainan,2016-07-07,优,46,160,26,45,15,22,0.92,40
huainan,2016-07-08,良,61,250,37,66,15,20,0.80,51
huainan,2016-07-09,优,44,151,21,44,15,19,0.54,29
huainan,2016-07-10,良,56,215,30,62,15,19,0.54,31
huainan,2016-07-11,良,60,247,33,67,12,23,0.57,27
huainan,2016-07-12,优,50,176,22,51,13,21,0.60,40
huainan,2016-07-13,良,54,227,31,58,13,23,0.81,50
huainan,2016-07-14,良,78,328,56,88,14,31,0.95,43
huainan,2016-07-15,优,48,209,23,50,14,24,0.78,48
huainan,2016-07-16,优,50,179,28,50,15,27,0.73,57
huainan,2016-07-17,优,50,150,27,49,15,29,0.81,60
huainan,2016-07-18,良,51,169,32,51,14,24,0.77,67
huainan,2016-07-19,优,46,166,25,44,14,24,0.71,47
huainan,2016-07-20,优,40,144,17,39,14,23,0.54,45
huainan,2016-07-21,优,36,86,11,35,15,26,0.54,50
huainan,2016-07-22,良,51,177,27,55,14,29,0.59,58
huainan,2016-07-23,良,53,164,27,58,14,27,0.62,57
huainan,2016-07-24,良,60,204,34,69,15,31,0.67,55
huainan,2016-07-25,良,58,189,36,63,14,28,0.68,55
huainan,2016-07-26,良,58,187,37,63,16,21,0.74,61
huainan,2016-07-27,良,51,122,20,56,16,23,0.63,62
huainan,2016-07-28,良,64,198,43,70,16,22,0.72,72
huainan,2016-07-29,良,59,165,37,63,15,24,0.72,79
huainan,2016-07-30,良,65,209,37,76,17,31,0.79,71
huainan,2016-07-31,良,74,306,47,89,20,31,1.01,78
huainan,2016-08-01,良,56,227,24,61,17,23,0.72,71
huainan,2016-08-02,良,63,294,29,74,18,28,0.68,67
huainan,2016-08-03,优,46,196,18,48,18,33,0.54,37
huainan,2016-08-04,优,48,196,20,47,18,29,0.66,31
huainan,2016-08-05,良,51,206,26,54,18,33,0.67,34
huainan,2016-08-06,优,45,126,18,44,17,31,0.67,39
huainan,2016-08-07,良,57,274,25,63,20,31,0.81,44
huainan,2016-08-08,良,52,248,25,55,17,29,0.66,47
huainan,2016-08-09,优,47,161,19,47,17,26,0.65,36
huainan,2016-08-10,优,44,149,20,44,16,25,0.63,30
huainan,2016-08-11,良,51,202,26,52,15,27,0.70,53
huainan,2016-08-12,良,56,231,30,60,17,27,0.74,72
huainan,2016-08-13,良,62,271,32,68,16,25,0.74,79
huainan,2016-08-14,良,64,283,33,74,16,25,0.79,77
huainan,2016-08-15,良,84,354,48,100,18,30,0.87,97
huainan,2016-08-16,良,78,327,53,97,16,26,0.85,77
huainan,2016-08-17,良,64,230,36,71,17,23,0.81,75
huainan,2016-08-18,良,63,246,28,65,16,23,0.79,91
huainan,2016-08-19,良,75,309,45,94,17,28,0.95,98
huainan,2016-08-20,良,62,264,35,75,14,28,1.29,38
huainan,2016-08-21,良,61,217,39,66,16,21,1.02,65
huainan,2016-08-22,优,48,87,26,48,15,26,0.75,39
huainan,2016-08-23,良,52,106,23,54,17,25,0.67,52
huainan,2016-08-24,良,62,170,27,64,18,27,0.73,89
huainan,2016-08-25,良,78,289,32,73,18,27,0.80,112
huainan,2016-08-26,良,54,264,20,59,16,28,0.57,49
huainan,2016-08-27,良,66,310,31,71,18,32,0.70,84
huainan,2016-08-28,良,71,267,29,68,19,34,0.64,107
huainan,2016-08-29,良,72,277,34,85,19,38,0.68,86
huainan,2016-08-30,良,80,290,35,86,20,42,0.73,104
huainan,2016-08-31,良,79,248,38,87,15,35,0.69,116
huainan,2016-09-01,良,73,265,38,67,13,26,0.64,123
huainan,2016-09-02,良,81,292,41,88,16,42,0.77,101
huainan,2016-09-03,良,85,277,38,87,18,48,0.88,104
huainan,2016-09-04,良,85,265,48,100,21,41,0.99,108
huainan,2016-09-05,良,93,294,59,111,22,46,1.23,105
huainan,2016-09-06,良,70,241,40,79,17,34,0.94,85
huainan,2016-09-07,优,50,146,22,50,14,30,0.75,87
huainan,2016-09-08,良,77,267,47,81,16,37,0.98,105
huainan,2016-09-09,良,86,272,53,97,17,42,1.06,98
huainan,2016-09-10,良,98,350,59,96,17,37,1.10,128
huainan,2016-09-11,良,80,302,47,74,15,28,0.90,100
huainan,2016-09-12,良,59,193,29,51,15,25,0.84,93
huainan,2016-09-13,良,71,252,43,66,17,27,0.93,113
huainan,2016-09-14,良,68,219,42,66,20,32,0.96,89
huainan,2016-09-15,优,41,108,20,38,17,28,0.71,58
huainan,2016-09-16,优,33,81,11,32,16,23,0.49,46
huainan,2016-09-17,优,50,176,21,46,15,27,0.62,72
huainan,2016-09-18,良,71,303,46,84,25,49,0.82,41
huainan,2016-09-19,良,67,301,28,83,15,26,0.61,74
huainan,2016-09-20,良,72,295,37,91,15,28,0.64,70
huainan,2016-09-21,良,87,309,55,101,19,36,0.89,98
huainan,2016-09-22,良,86,274,55,99,13,37,0.79,91
huainan,2016-09-23,良,96,292,64,106,15,32,0.87,109
huainan,2016-09-24,良,100,298,70,114,14,27,0.93,111
huainan,2016-09-25,轻度污染,106,313,79,126,18,34,1.08,87
huainan,2016-09-26,良,88,290,64,91,14,29,0.96,99
huainan,2016-09-27,良,81,294,59,87,10,29,0.80,47
huainan,2016-09-28,优,43,167,24,42,12,19,0.62,44
huainan,2016-09-29,优,50,206,29,52,11,28,0.57,35
huainan,2016-09-30,优,47,147,30,46,14,25,0.66,47
huainan,2016-10-01,优,50,128,32,50,16,23,1.08,5
huainan,2016-10-02,优,45,124,28,43,14,23,1.12,21
huainan,2016-10-03,良,58,200,34,64,17,28,0.90,48
huainan,2016-10-04,良,61,205,34,69,15,26,0.71,56
huainan,2016-10-05,良,80,302,54,97,17,26,0.98,81
huainan,2016-10-06,良,86,315,56,98,15,20,0.78,79
huainan,2016-10-07,良,52,173,29,54,15,23,0.63,51
huainan,2016-10-08,良,91,359,65,107,16,31,0.85,52
huainan,2016-10-09,良,70,310,41,86,17,26,0.61,57
huainan,2016-10-10,良,53,172,24,56,14,21,0.51,51
huainan,2016-10-11,良,64,238,40,71,13,41,0.75,26
huainan,2016-10-12,良,79,272,57,85,19,41,0.85,27
huainan,2016-10-13,良,95,303,67,114,17,33,1.05,30
huainan,2016-10-14,优,50,110,20,52,20,29,0.67,40
huainan,2016-10-15,优,46,97,29,46,15,24,0.83,23
huainan,2016-10-16,优,50,83,31,50,14,28,0.80,27
huainan,2016-10-17,良,76,264,55,79,25,36,0.85,50
huainan,2016-10-18,良,86,258,63,90,17,40,0.98,37
huainan,2016-10-19,良,80,226,56,102,20,43,0.99,35
huainan,2016-10-20,良,70,241,47,84,24,45,1.06,16
huainan,2016-10-21,优,44,181,24,44,16,31,0.57,29
huainan,2016-10-22,优,43,179,24,42,18,28,0.80,30
huainan,2016-10-23,良,54,269,36,56,16,26,0.62,31
huainan,2016-10-24,优,38,107,20,36,16,35,0.71,17
huainan,2016-10-25,良,59,223,39,57,12,32,0.83,31
huainan,2016-10-26,优,46,144,28,44,14,35,0.93,30
huainan,2016-10-27,优,35,76,18,34,14,32,0.75,44
huainan,2016-10-28,良,56,276,36,52,14,30,0.82,38
huainan,2016-10-29,优,47,184,27,47,14,35,0.72,37
huainan,2016-10-30,良,62,248,41,67,15,44,0.86,26
huainan,2016-10-31,良,60,276,41,58,17,31,0.78,33
huainan,2016-11-01,良,55,202,33,59,14,37,0.57,37
huainan,2016-11-02,良,75,237,52,95,17,50,0.77,42
huainan,2016-11-03,良,63,131,40,72,13,37,0.71,48
huainan,2016-11-04,良,67,111,46,76,13,40,0.75,54
huainan,2016-11-05,良,79,122,56,90,13,48,0.92,48
huainan,2016-11-06,轻度污染,146,305,110,172,19,58,1.27,50
huainan,2016-11-07,良,95,241,70,97,13,36,1.08,45
huainan,2016-11-08,良,74,258,53,81,10,23,0.70,50
huainan,2016-11-09,良,76,265,49,93,15,47,0.59,28
huainan,2016-11-10,良,62,199,41,66,13,20,0.55,69
huainan,2016-11-11,良,74,237,48,88,12,32,0.66,45
huainan,2016-11-12,良,95,261,66,133,19,58,0.99,31
huainan,2016-11-13,轻度污染,136,293,102,187,24,70,1.29,34
huainan,2016-11-14,重度污染,202,336,156,261,31,74,1.63,41
huainan,2016-11-15,轻度污染,106,255,69,143,13,33,0.91,71
huainan,2016-11-16,良,71,170,42,89,15,44,0.83,29
huainan,2016-11-17,良,68,146,47,72,13,46,0.83,14
huainan,2016-11-18,优,44,28,27,42,15,38,0.88,11
huainan,2016-11-19,良,56,78,35,59,15,32,1.19,15
huainan,2016-11-20,良,81,234,59,87,14,30,1.30,15
huainan,2016-11-21,良,54,193,31,58,13,30,0.74,17
huainan,2016-11-22,优,40,187,25,37,13,20,0.59,38
huainan,2016-11-23,良,66,271,47,60,16,24,0.64,32
huainan,2016-11-24,轻度污染,126,343,95,127,20,43,0.99,34
huainan,2016-11-25,轻度污染,124,304,93,125,20,60,1.14,16
huainan,2016-11-26,轻度污染,114,250,85,125,17,44,1.04,27
huainan,2016-11-27,良,93,202,64,131,18,49,1.02,37
huainan,2016-11-28,轻度污染,119,291,86,178,19,57,1.15,26
huainan,2016-11-29,良,71,141,39,90,20,42,0.72,27
huainan,2016-11-30,良,93,220,64,122,20,35,0.95,38
huainan,2016-12-01,轻度污染,131,284,98,171,23,47,1.21,41
huainan,2016-12-02,轻度污染,144,286,106,180,35,52,1.31,47
huainan,2016-12-03,轻度污染,111,209,82,143,22,58,1.18,20
huainan,2016-12-04,轻度污染,116,226,87,146,15,32,1.05,58
huainan,2016-12-05,轻度污染,149,306,114,185,16,40,1.32,39
huainan,2016-12-06,轻度污染,118,278,88,147,19,39,0.98,36
huainan,2016-12-07,中度污染,153,294,117,198,24,59,1.22,39
huainan,2016-12-08,中度污染,181,307,138,231,24,63,1.37,46
huainan,2016-12-09,中度污染,170,338,130,213,19,44,1.30,32
huainan,2016-12-10,良,65,90,38,76,15,31,0.75,36
huainan,2016-12-11,良,70,114,47,81,21,40,0.91,32
huainan,2016-12-12,轻度污染,128,267,96,158,21,46,1.13,6
huainan,2016-12-13,轻度污染,105,265,78,94,13,38,1.27,10
huainan,2016-12-14,良,60,167,39,60,14,26,0.77,39
huainan,2016-12-15,轻度污染,124,286,93,142,24,48,1.23,35
huainan,2016-12-16,中度污染,184,329,139,191,24,56,1.51,37
huainan,2016-12-17,中度污染,151,297,114,155,23,54,1.32,31
huainan,2016-12-18,中度污染,154,245,118,184,33,77,1.62,14
huainan,2016-12-19,重度污染,241,296,191,296,40,80,1.90,21
huainan,2016-12-20,重度污染,212,285,168,204,17,58,1.37,23
huainan,2016-12-21,良,74,147,54,63,10,31,1.26,40
huainan,2016-12-22,中度污染,174,338,133,177,20,36,1.72,40
huainan,2016-12-23,轻度污染,136,313,103,157,22,53,1.58,17
huainan,2016-12-24,良,95,228,69,101,20,32,1.02,32
huainan,2016-12-25,优,47,84,31,41,12,36,0.64,19
huainan,2016-12-26,优,48,136,32,43,13,33,0.92,24
huainan,2016-12-27,轻度污染,142,341,107,131,19,59,1.75,20
huainan,2016-12-28,轻度污染,103,280,75,119,18,52,1.16,28
huainan,2016-12-29,中度污染,171,324,128,186,27,62,1.38,26
huainan,2016-12-30,中度污染,188,317,141,199,23,59,1.59,37
huainan,2016-12-31,中度污染,185,283,139,214,26,72,1.55,31
huainan,2015-01-01,优,43,31,17,43,26,31,0.75,34
huainan,2015-01-02,良,53,71,29,57,26,32,0.98,36
huainan,2015-01-03,良,55,26,31,58,28,34,1.21,36
huainan,2015-01-04,良,78,51,46,103,34,22,1.01,49
huainan,2015-01-05,良,99,123,70,117,35,29,1.36,30
huainan,2015-01-06,良,86,235,56,93,32,20,1.12,31
huainan,2015-01-07,良,62,98,37,71,27,20,0.90,30
huainan,2015-01-08,良,69,103,47,81,29,24,1.10,38
huainan,2015-01-09,良,96,153,70,121,31,27,1.16,48
huainan,2015-01-10,轻度污染,103,159,75,132,27,29,1.43,44
huainan,2015-01-11,良,93,148,66,125,24,25,1.08,53
huainan,2015-01-12,良,66,130,34,78,21,16,0.72,46
huainan,2015-01-13,良,52,85,25,54,22,18,0.57,34
huainan,2015-01-14,良,63,117,43,63,22,22,0.62,26
huainan,2015-01-15,良,91,152,67,102,26,24,0.88,29
huainan,2015-01-16,轻度污染,128,223,96,136,29,23,1.07,38
huainan,2015-01-17,轻度污染,117,225,88,117,33,24,1.14,43
huainan,2015-01-18,良,79,101,51,97,26,21,0.78,48
huainan,2015-01-19,良,90,160,59,121,27,31,0.79,45
huainan,2015-01-20,良,86,128,58,113,31,33,1.05,35
huainan,2015-01-21,轻度污染,119,218,87,152,30,29,1.27,40
huainan,2015-01-22,良,98,170,70,118,33,27,1.09,35
huainan,2015-01-23,轻度污染,106,133,79,117,29,26,1.19,32
huainan,2015-01-24,轻度污染,141,210,106,176,40,37,1.57,28
huainan,2015-01-25,中度污染,169,241,128,147,29,28,1.53,25
huainan,2015-01-26,轻度污染,138,193,105,126,35,20,1.16,38
huainan,2015-01-27,良,86,203,52,102,23,19,0.82,37
huainan,2015-01-28,良,53,168,30,54,24,24,0.55,36
huainan,2015-01-29,良,61,177,36,66,22,40,0.56,40
huainan,2015-01-30,轻度污染,123,318,92,114,37,44,0.87,43
huainan,2015-01-31,良,82,232,56,89,32,24,0.87,38
huainan,2015-02-01,良,57,98,36,61,25,20,0.59,39
huainan,2015-02-02,良,84,146,59,95,36,24,0.78,40
huainan,2015-02-03,轻度污染,107,188,80,118,46,20,0.82,46
huainan,2015-02-04,中度污染,175,296,133,179,49,24,1.29,57
huainan,2015-02-05,良,74,158,50,86,35,25,0.80,47
huainan,2015-02-06,良,66,70,46,71,21,26,0.63,47
huainan,2015-02-07,轻度污染,101,193,74,115,45,35,0.82,39
huainan,2015-02-08,良,73,165,34,92,22,23,0.50,43
huainan,2015-02-09,良,62,95,33,73,21,25,0.54,42
huainan,2015-02-10,良,69,81,47,81,22,28,0.73,41
huainan,2015-02-11,良,92,144,64,114,27,21,0.80,53
huainan,2015-02-12,轻度污染,138,245,104,160,40,25,1.21,43
huainan,2015-02-13,重度污染,202,348,155,241,33,28,1.54,50
huainan,2015-02-14,轻度污染,129,217,97,156,26,28,1.23,58
huainan,2015-02-15,良,79,120,53,85,23,46,0.85,54
huainan,2015-02-16,轻度污染,141,265,106,152,24,46,1.45,60
huainan,2015-02-17,中度污染,176,329,133,211,25,39,1.43,71
huainan,2015-02-18,良,84,168,59,98,29,27,0.71,72
huainan,2015-02-19,良,67,73,43,75,23,22,0.46,74
huainan,2015-02-20,良,60,169,36,66,25,25,0.58,48
huainan,2015-02-21,良,71,189,40,88,22,21,0.72,71
huainan,2015-02-22,轻度污染,127,254,94,143,30,34,1.28,58
huainan,2015-02-23,轻度污染,126,323,95,147,30,27,1.21,61
huainan,2015-02-24,良,78,202,51,100,24,26,0.91,67
huainan,2015-02-25,良,69,200,47,85,23,24,1.06,49
huainan,2015-02-26,良,80,245,48,104,22,26,0.90,63
huainan,2015-02-27,良,59,219,29,67,22,22,0.60,67
huainan,2015-02-28,优,48,173,18,42,27,48,0.40,61
huainan,2015-03-01,良,63,186,40,72,22,30,0.62,60
huainan,2015-03-02,良,70,158,46,81,22,29,0.71,50
huainan,2015-03-03,良,77,193,43,101,22,22,0.64,43
huainan,2015-03-04,良,56,167,21,62,18,25,0.45,33
huainan,2015-03-05,良,52,144,22,54,16,18,0.42,36
huainan,2015-03-06,良,64,152,43,73,17,21,0.47,30
huainan,2015-03-07,良,66,147,46,75,20,19,0.53,25
huainan,2015-03-08,良,77,208,53,94,23,17,0.62,27
huainan,2015-03-09,轻度污染,108,305,80,131,26,20,0.71,29
huainan,2015-03-10,良,53,116,24,55,20,14,0.38,45
huainan,2015-03-11,良,64,147,39,72,20,19,0.60,41
huainan,2015-03-12,良,70,144,46,82,18,12,0.56,79
huainan,2015-03-13,良,84,193,57,102,23,18,0.89,49
huainan,2015-03-14,良,96,192,71,114,22,13,0.85,44
huainan,2015-03-15,轻度污染,101,191,75,103,23,25,0.90,34
huainan,2015-03-16,良,82,166,57,98,25,24,0.90,32
huainan,2015-03-17,良,69,157,37,81,23,44,1.02,17
huainan,2015-03-18,良,52,108,16,56,21,40,0.56,44
huainan,2015-03-19,良,73,181,50,93,22,41,0.87,37
huainan,2015-03-20,良,73,166,48,77,20,35,0.84,53
huainan,2015-03-21,良,69,141,48,69,18,31,0.88,51
huainan,2015-03-22,良,68,109,44,78,20,17,1.06,63
huainan,2015-03-23,良,60,105,26,68,18,18,0.58,45
huainan,2015-03-24,优,48,64,23,48,17,29,0.62,41
huainan,2015-03-25,优,45,44,21,45,18,25,0.59,58
huainan,2015-03-26,良,55,111,34,57,23,18,0.73,39
huainan,2015-03-27,良,66,156,45,72,20,16,0.73,41
huainan,2015-03-28,良,68,113,47,74,17,17,0.85,51
huainan,2015-03-29,良,77,142,56,85,22,19,1.10,53
huainan,2015-03-30,良,73,171,50,74,21,15,0.90,58
huainan,2015-03-31,良,52,88,28,53,21,17,0.79,45
huainan,2015-04-01,良,67,204,46,72,19,15,0.77,36
huainan,2015-04-02,优,49,98,26,49,18,15,0.69,41
huainan,2015-04-03,良,61,149,41,62,21,16,0.89,40
huainan,2015-04-04,优,49,74,33,44,25,20,0.75,43
huainan,2015-04-05,良,67,182,47,64,31,39,0.72,33
huainan,2015-04-06,良,86,290,60,84,24,22,0.88,49
huainan,2015-04-07,优,41,88,21,40,18,19,0.40,43
huainan,2015-04-08,优,48,119,29,49,19,21,0.50,40
huainan,2015-04-09,良,66,201,46,66,20,21,0.73,57
huainan,2015-04-10,良,91,280,67,88,32,33,1.08,56
huainan,2015-04-11,良,79,221,58,74,22,24,0.95,76
huainan,2015-04-12,良,56,79,36,53,21,23,0.67,53
huainan,2015-04-13,优,43,12,21,41,27,32,0.48,47
huainan,2015-04-14,良,52,26,31,49,31,47,0.52,64
huainan,2015-04-15,优,48,11,25,47,28,35,0.45,67
huainan,2015-04-16,良,67,56,38,79,23,20,0.53,59
huainan,2015-04-17,良,74,92,42,95,19,14,0.73,59
huainan,2015-04-18,良,89,210,62,115,25,33,0.92,57
huainan,2015-04-19,良,68,217,46,63,22,23,0.72,31
huainan,2015-04-20,良,63,199,35,73,22,25,0.59,56
huainan,2015-04-21,良,69,202,40,84,25,40,0.76,58
huainan,2015-04-22,良,58,98,32,64,19,27,0.58,67
huainan,2015-04-23,良,67,124,40,80,17,35,0.71,58
huainan,2015-04-24,良,80,199,49,103,24,32,0.78,64
huainan,2015-04-25,良,92,228,65,119,34,28,1.03,64
huainan,2015-04-26,良,99,267,70,107,22,23,1.05,95
huainan,2015-04-27,良,63,80,37,73,12,17,0.81,84
huainan,2015-04-28,良,85,240,59,108,15,19,0.85,60
huainan,2015-04-29,良,65,130,38,75,7,17,0.66,64
huainan,2015-04-30,良,62,68,32,70,6,17,0.63,69
huainan,2015-05-01,良,91,272,65,97,6,18,0.86,111
huainan,2015-05-02,良,74,280,43,78,15,20,0.75,81
huainan,2015-05-03,良,77,240,54,83,12,24,0.88,49
huainan,2015-05-04,良,85,271,57,110,19,38,0.94,45
huainan,2015-05-05,良,80,214,54,100,19,45,0.93,75
huainan,2015-05-06,良,70,140,45,79,15,41,0.76,74
huainan,2015-05-07,良,78,171,56,93,17,40,0.85,75
huainan,2015-05-08,轻度污染,147,361,111,158,20,38,1.34,59
huainan,2015-05-09,良,72,259,49,87,18,33,0.77,63
huainan,2015-05-10,良,76,258,51,86,19,26,0.86,87
huainan,2015-05-11,良,64,267,35,75,14,31,0.66,60
huainan,2015-05-12,良,68,217,25,83,21,38,0.47,71
huainan,2015-05-13,良,60,105,30,67,34,31,0.62,65
huainan,2015-05-14,良,61,130,33,71,7,25,0.77,50
huainan,2015-05-15,良,59,177,27,72,13,23,0.85,52
huainan,2015-05-16,良,64,149,38,76,25,31,0.79,69
huainan,2015-05-17,良,72,175,51,83,35,32,1.02,76
huainan,2015-05-18,良,65,145,43,71,21,33,0.93,54
huainan,2015-05-19,良,73,204,51,83,16,38,1.02,64
huainan,2015-05-20,良,77,250,45,97,14,32,0.82,73
huainan,2015-05-21,良,58,143,31,65,15,36,0.79,79
huainan,2015-05-22,良,93,297,68,112,21,36,1.03,69
